actor_principal,id
Ulrich Mühe,10234
Joan Collins,38939
Wesley Snipes,10952
Richard Linklater,14022
Matthew Broderick,860
James Stewart,41521
Brigitte Fossey,5000
Orson Welles,22744
Ronald Colman,17831
Maria Falconetti,780
Ramon Novarro,31510
Werner Krauss,234
Lillian Gish,899
William Hurt,8289
Sean Connery,11583
Christopher Lambert,11002
Nicolas Cage,6472
Woody Allen,5143
Michael J. Fox,11384
Arnold Schwarzenegger,5227
Christopher Lambert,8010
Jack Nicholson,10410
Tommy Lee Jones,47095
Steve Martin,10407
Bruce Willis,9292
Donald Sutherland,11850
Liv Ullmann,48745
Jeremy Irons,2297
Arnold Schwarzenegger,951
John Goodman,10804
Christopher Lambert,5765
Bruce Willis,9319
Marlon Brando,1643
Susan Sarandon,2007
Jane March,10995
Assumpta Serna,8047
Jim Belushi,2612
Robert Mitchum,3112
Jean-Claude Van Damme,10413
John Candy,2611
Sylvester Stallone,1825
Wesley Snipes,10538
Harrison Ford,11092
Matthew Broderick,18410
Hugo Weaving,14904
Martin Short,19065
Takeshi Kitano,3176
Kuei Ya-Lei,9261
Paolo Bonacelli,5336
Peter Berg,23908
Mark Harmon,14671
Kevin Kline,11509
Bill Murray,10729
Marilyn Chambers,29437
Elijah Wood,20763
Kim Basinger,2047
Kevin Costner,14249
Michael J. Fox,10021
Alexandra Dahlström,11634
Michael Paré,14746
Michael J. Fox,11824
Victoria Abril,8222
Glenn Close,20067
Val Kilmer,12395
William Petersen,9846
Nicolas Cage,23719
Jean-Hugues Anglade,11986
Anna Karina,1626
Nicolas Cage,483
Anjelica Huston,10166
Jack Nicholson,6069
Mickey Rourke,11018
Tim Robbins,11676
Dolores del Río,28293
Fred Astaire,28292
Peter Sellers,3681
Katharine Hepburn,43875
Irene Dunne,31798
June Allyson,43436
Fred Astaire,20325
James Cagney,17687
Ian Hunter,19075
William Powell,41465
Mickey Rooney,17641
Ted Neeley,12545
Bette Davis,27972
Burt Lancaster,898
Klaus Kinski,2000
Jean Marais,648
Lillian Gish,618
Tian Yi,44162
Giulietta Masina,19120
Delphine Seyrig,4024
Jon Finch,11316
John Wayne,3089
Peter Falk,29845
Claire Trevor,995
Peter Sellers,1594
Buster Keaton,32318
Danny Kaye,11839
Steve McQueen,916
Lillian Gish,31509
Bette Davis,1976
Charles Laughton,31685
Warner Baxter,3062
Mae West,34456
Cary Grant,12708
Jessica Lange,42045
Woody Allen,11610
Rock Hudson,4939
Leslie Howard,25016
Judy Davis,15927
Breno Mello,40423
Bruno Zanin,7857
Jet Li,79
Groucho Marx,13912
Greta Garbo,70881
Jack Lemmon,987
Matthew Settle,65869
Diane Keaton,37749
Andy Goldsworthy,30140
Michel Serrault,33302
Barry Jones,46932
Sumi Shimamoto,81
Goldie Hawn,70423
Michael J. Fox,11821
Dan Aykroyd,10023
John Larroquette,51036
Dan Aykroyd,11519
Robert Duvall,72087
Jean Carmet,42238
Chevy Chase,15659
Jackie Chan,18857
John Malkovich,33517
Sarah Miles,38953
Dirk Bogarde,74544
Juan Diego,41785
Terence Stamp,42740
David Hemmings,20126
Simone Signoret,827
Warwick Davis,11811
Leo Morimoto,20043
Dudley Moore,16814
Samaire Armstrong,4368
Spencer Tracy,25431
Alan Bates,17685
Peter Weller,2742
Woody Harrelson,22010
Ned Beatty,51145
Ben Gazzara,32040
Patrick Dempsey,48129
Raymond Massey,3596
Julie Christie,24134
Richard Egan,18904
Groucho Marx,37719
Jeffrey Byron,47364
Michael Elphick,9063
Charles Aznavour,1818
Jean-Pierre Léaud,255
William H. Macy,10744
Jorge Román,83505
Paddy Considine,10511
Susan Tom,22289
Jessica Alba,10028
Tom Cruise,616
Emily Grace,96393
Ewan McGregor,587
Nick Cannon,21542
Jack Nicholson,6964
Matt Damon,1792
Scarlett Johansson,3635
Michael Caine,41488
Elijah Wood,122
Julia Roberts,11820
Helen Mirren,8696
Robert McNamara,12698
Adam Goldberg,19187
Jennifer Connelly,11093
Kenneth Cranham,47952
Charlize Theron,504
Steve Martin,11007
Jude Law,2289
Ben Affleck,9620
Jeremy Sumpter,10601
Neve Campbell,52036
Biana Tamimi,42418
Toni Collette,13433
Coralie Revel,35712
Mandy Moore,14844
Eddie Griffin,26710
Aileen Wuornos,37088
Muzaffer Özdemir,31026
Ben Stiller,5966
Martin Henderson,10718
Hossain Emadeddin,40427
Marina Golbahari,14757
Robert Redford,11034
Juliette Binoche,25095
Harry Belafonte,26983
Vivien Leigh,30080
Roddy McDowall,52867
Peter Sellers,42599
Natalie Wood,65012
Jim Belushi,44801
John Candy,27465
Julie Hagerty,83726
Phil Collins,24782
David Johansen,31395
Susannah York,131313
Dudley Moore,34151
Mark Dacascos,15797
Andrew Dice Clay,9548
Jean Seberg,1937
Humphrey Bogart,26712
Marlon Brando,1882
Sean Connery,70627
Molly Ringwald,17258
Michael Blieden,34681
Gary Cooper,118910
Gérard Depardieu,6277
Jeffrey Combs,11429
Jude Law,47072
Adam Roarke,33642
Sean Connery,14815
Jacques Tati,427
Dolores Hart,43049
Spencer Tracy,3022
Jacques Tati,778
Henry Fonda,3088
Cary Grant,23152
Cary Grant,23567
Dick Van Dyke,102057
Cary Grant,52367
Humphrey Bogart,22584
Ida Lupino,27725
Humphrey Bogart,16227
Henry Fonda,980
George Raft,16933
Dudley Moore,42094
Jean Harlow,26884
Dorothy Short,37833
Pat O’Brien,43759
Arnold Schwarzenegger,5205
Samuel L. Jackson,2017
Rosalind Russell,38606
Kim Basinger,14239
John Cusack,55448
Dean Martin,21779
Rosalind Russell,71189
Greta Scacchi,67794
John Lithgow,73515
Anthony Quinn,405
Tadanobu Asano,9696
Don Johnson,4917
Robert De Niro,37774
Zbigniew Cybulski,5055
Gregory Peck,40140
Richard Gere,42040
Teresa Iżewska,29933
Peter Weller,35888
Lillian Gish,3059
Tor Johnson,22727
Richard Carlson,28586
Jean Moorhead,56157
Dick Van Dyke,11708
M.L. Piyapas Bhirombhakdi,27329
Walter Matthau,42514
Jack Lemmon,20444
Moe Howard,114046
Clara Bow,82283
Ashton Kutcher,1954
Josh Duhamel,13476
Brendan Mackey,11194
Owen Wilson,12634
Chris Evans,13505
Marques Houston,14114
Steve Sandvoss,15708
Ice Cube,21301
Kristen Stewart,20483
Kurt Russell,14292
Ornella Muti,44539
Michael Pitt,1278
Fay Masterson,18841
Doctor Dré,25925
Tom Berenger,32035
Doug E. Doug,74395
Meg Tilly,19361
Mary Tyler Moore,81824
Sidney Poitier,29493
Sidney Poitier,29473
Sidney Poitier,29464
Rosanna Arquette,37900
Anthony Hopkins,91390
Laura Dern,33557
Sidney Poitier,7008
William Marshall,30566
William Marshall,42466
Eminem,76176
Goldie Hawn,18446
Bill Paxton,22004
Evan Rachel Wood,11023
Robert John Burke,47802
Kris Kristofferson,92298
Rudolph Christians,35227
James Patterson,29852
Harold Lloyd,23001
Ted Danson,51049
Dudley Moore,11221
Adam Sandler,1824
Ray Romano,16784
Dominique Blanc,44674
Joachim Calmeyer,11083
Samy Naceri,54045
Omar Sharif,337
Barry Newman,11951
Claude Laydu,43376
Douglas Fairbanks,28963
Millie Perkins,2576
Debra Winger,19345
Damián Alcázar,14430
Rutger Hauer,12775
Richard Chamberlain,9838
Douglas Fairbanks,50075
Arnold Schwarzenegger,2099
Robert Donat,42852
Fred MacMurray,40454
Nicolas Cage,6470
Karen Tsen Lee,20032
Meg Ryan,8842
Lindsay Lohan,11132
Scott Mechlowicz,9352
Jim Caviezel,615
Kevin Heffernan,11217
Diego Luna,10677
Ashley Judd,13572
Yaël Abecassis,30735
Daniel Brühl,338
Viggo Mortensen,2023
Ben Stiller,9384
Paul Bettany,25935
Bibi Andersson,797
Max von Sydow,42602
Laurence Harvey,60792
Humphrey Bogart,70113
David Carradine,47474
Rita Hayworth,56188
Pierre Fresnay,29084
Woody Allen,1723
Richard Widmark,25955
Dirk Bogarde,41876
James Coburn,62190
Cedric Hardwicke,43323
Isabelle Adjani,67022
Joyce Hyser,24548
Marlon Brando,31602
Meredith Salenger,57744
Ian Holm,37044
Peter Sellers,42989
Frankie Muniz,17047
Emile Hirsch,10591
Johnny Depp,1586
Val Kilmer,11169
Orly Silbersatz Banai,49689
Jamie Sives,156
Martin Short,2778
Robert De Niro,10433
Terry Jones,47168
John Hurt,58995
Lana Turner,43236
Patricia Arquette,142168
Christopher Lloyd,40752
Sarah Polley,924
Jim Carrey,38
Angelina Jolie,11081
Tobias Schenke,4377
Colin Farrell,16941
Tómas Lemarquis,1720
Ben Affleck,9541
Tom Hanks,5516
DMX,20304
Freddie Prinze Jr.,11024
David Arquette,53734
Nicole Kidman,553
Heath Ledger,10544
Ron Perlman,1487
Roseanne Barr,13700
Julia Stiles,11137
Dwayne Johnson,11358
Don Cheadle,13573
Cedric the Entertainer,19084
Dennis Quaid,10733
Anne Hathaway,14442
Bruce Willis,2122
Giuseppe Cristiano,25300
Stuart Townsend,14576
Esther Gorintin,13432
Yekaterina Golubeva,26636
Charlton Heston,6844
David Emge,923
Graham Faulkner,2587
Raquel Welch,3591
Gina Gershon,28026
Bill Cosby,26176
James Stewart,41857
Stuart Whitman,10338
Clifton Webb,33839
Liv Ullmann,133919
Steve McQueen,95548
Jeanne Crain,50549
Mick Jagger,38978
Martin Sheen,92331
John Turturro,111883
Marjoe Gortner,42245
Paul Coufos,68347
Silvia Seidel,89488
Bing Crosby,34082
Stan Laurel,22999
Bud Abbott,20278
Bud Abbott,18698
James Brolin,47201
Rutger Hauer,12239
Nadine Van der Velde,4365
Honor Blackman,86182
David Keith,45862
George Burns,65066
Art Carney,42228
Walter Matthau,16561
Jami Gertz,54655
Griffin Dunne,10843
Elvis Presley,2098
Giancarlo Giannini,65332
Bret Hart,34303
Nia Vardalos,15673
Uma Thurman,393
Thomas Jane,7220
Ewan McGregor,237
Jennifer Garner,10096
Denzel Washington,9509
John Ritter,19016
Rob Tyner,60645
Ben Stiller,10710
Greg Kinnear,11058
Pierce Brosnan,11141
Lindsay Lohan,10625
Harry Connick Jr.,54807
Ashley Olsen,11025
Hugh Jackman,7131
Emile Hirsch,26899
Rodrigo Noya,30125
Jamie Foxx,16428
Brad Pitt,652
Luiz Carlos Vasconcelos,8440
Roberto Benigni,883
Emmanuelle Béart,38018
Ryan Rajendra Black,96461
Leonard Frey,34377
Kai Lehtinen,20375
Sylvester Stallone,10375
Spalding Gray,42015
Bette Davis,68440
Nick Nolte,12503
Dennis Quaid,11864
Bruce Lee,9461
Mick Jagger,132
Tony Leung Chiu-Wai,18329
Fred Ward,17993
Jentri Anders,37447
Lena Stolze,4339
Miou-Miou,42108
Cornel Wilde,18513
John Amplas,26517
Joanne Woodward,28285
Ernst-Hugo Järegård,22137
Ellen Barkin,5247
Mickey Rourke,31676
Helen Mirren,49622
Roger Coggio,238952
Jonathan Tucker,10035
Henry Fonda,502
Charlotte Burke,41965
Vincent Cassel,10347
Stephen Fry,1373
Michiyo Aratama,30959
Sonny Tufts,43341
Amber Benson,13055
Sean Connery,667
Roger Moore,700
Anne Baxter,21594
Emma Thompson,26976
Sean Connery,36670
Makiko Esumi,18872
Josef Köstlinger,44864
Claudette Colbert,31993
Laurence Olivier,43818
Gregory Peck,28290
Gary Cooper,24650
Bette Davis,55086
Bette Davis,43525
Spencer Tracy,20640
Katharine Hepburn,50363
Rutger Hauer,633
Alain Delon,5511
Susan Sarandon,41003
Gordon MacRae,13936
Helen Shaver,294
Craig Wasson,11507
John Wayne,17538
Robert Downey Jr.,10435
Anne Bancroft,1162
Spalding Gray,34328
Antonio Canales,47108
Brendan Fraser,14684
Dominique Swain,58467
Ellen Barkin,10261
Jeremy Piven,163869
John Lithgow,13937
Maggie Cheung,25355
Bud Abbott,29601
Vanessa Marcil,66115
Mark Salzman,23981
Nancy Travis,14980
Carol Burnett,26670
Clea DuVall,44047
Bruce Boxleitner,10940
Vincent Price,31965
Tak Sakaguchi,5842
Charles Laughton,19463
Marilyn Monroe,24012
Jane Fonda,988
Yves Montand,204
John Travolta,9356
Bing Crosby,32430
Didi Conn,42231
Chuck Norris,16113
Spencer Tracy,33575
Groucho Marx,13913
Kevin Bacon,17956
Peter Cook,18209
Simone Simon,25508
Richard Harris,18978
Steve Martin,27171
Vincent Price,29486
Oliver Reed,12310
Chuck Norris,42205
Patrick Swayze,27786
Steven Seagal,9624
Tim Poole,95514
Goldie Hawn,37296
Lana Turner,25736
John Goodman,25389
Adrian Pang,44807
Laura Fraser,5248
Lise Delamare,52794
Ethan Hawke,9872
Tran Nu Yên-Khê,19552
Jean-Paul Belmondo,2786
Mireille Darc,8075
Michel Piccoli,94771
Joan Crawford,50271
Jack Lemmon,26133
Joan Chen,68981
Nikolai Cherkasov,10235
Todd Armstrong,11533
Pierre Arditi,2817
Oleg Yankovskiy,1394
Françoise Dorléac,1719
Alec Guinness,140207
Ulrich Matthes,781
Abel Ferrara,13553
Robbie Coltrane,183252
Toshirō Mifune,3777
Luigi Lo Cascio,11659
Drew Barrymore,24065
Jaran Ngamdee,39907
Charlton Heston,26612
Anthony Quinn,10604
Katharine Hepburn,44098
Tom Cavanagh,16876
Ted Eccles,37437
Rob Morrow,141003
Andy García,14782
Harry Dean Stanton,77780
Tom Berenger,9545
Santiago Magill,53117
Karen Allen,41651
Ayoub Ahmadi,29270
Paul Pena,28030
Audie Murphy,16514
Ernest Borgnine,1926
Arrin Skelley,31112
Richard Gere,11060
Warren Beatty,17365
Michael Beck,11474
Omar Sharif,63888
Peter Franzén,49320
Bruce Boxleitner,10916
Jerry Doyle,10921
Bruce Boxleitner,10941
Martin Mull,42204
Rod Steiger,33157
David Byrne,24798
Richard Speight Jr.,277073
Sean Connery,4923
Ian Carmichael,36741
Max von Sydow,11656
John Mills,16284
Clark Gable,25009
Javier Bardem,171229
Willem Dafoe,45926
Danny Kaye,40092
Jeremy Northam,10133
Paul Newman,82838
William Powell,14589
William Powell,14594
William Powell,14590
William Powell,14588
William Powell,14595
Delphine Zentout,465
James Coburn,86600
William Powell,20644
Cary Grant,24965
Alec Newman,192936
William Hurt,876
Lucas Gregorowicz,1583
Jet Li,17653
Fred Ward,11069
Michael Gross,10829
Mathew Mackay,19425
Al Jolson,108055
Jesse Birdsall,86959
Dick Rude,9698
Margaret Cho,57946
Valérie Lemercier,45044
Bela Lugosi,26860
André Morell,29049
Frances Dee,27130
Don McKellar,8468
Ingrid Pitt,31952
Ingrid Pitt,39043
Stephanie Fondue,54396
Robert Morse,22682
James Coburn,11577
Paul Newman,42402
Vincent Price,21159
Sonny Chiba,40810
Sonny Chiba,40812
James Coburn,336
Warren Oates,11942
Randolph Scott,36206
Jason Robards,23330
Steve McQueen,5927
Jimmy Wang Yu,49636
Peter Cushing,3075
Vincent Price,30137
Erik Palladino,5521
Daliah Lavi,27636
Paul von Hindenburg,222
Morio Kazama,10686
Sandra Dee,43096
Shelley Winters,42688
David Morse,25598
Michiyo Kogure,25858
Liz Renay,14262
Ernest Borgnine,38701
Charles Bronson,33357
William Devane,21948
Toshirō Mifune,30368
Toshirō Mifune,1059
Toshirō Mifune,12493
Erland Josephson,42090
Brandon Quintin Adams,13122
Diane Lane,55730
Groucho Marx,26940
Woody Allen,11030
Liv Ullmann,29454
Liv Ullmann,26372
Ingrid Thulin,11506
Ingrid Thulin,29455
Harriet Andersson,11602
Max von Sydow,29453
Gunnar Björnstrand,11700
Harriet Andersson,47735
Burt Lancaster,14638
Richard Burton,14703
Montgomery Clift,35806
Elizabeth Taylor,3547
Albert Finney,41089
Brad Dourif,42179
Robert Mitchum,28415
Eion Bailey,107499
Craig Sheffer,20481
Daria Nicolodi,5481
Riccardo Cucciolla,5482
Joseph Cotten,5485
Shelley Winters,31581
Peter Fonda,22694
James Ransone,7090
Scott McKenzie,42632
Dirk Bogarde,5902
Andy Lau,10775
Im Soo-jung,4552
Woody Allen,12762
Jeffrey Combs,14510
Edward James Olmos,101363
Gary Graham,15618
Ian Patrick Williams,24341
Dennis Hopper,10690
Traci Lords,40028
P.J. Soles,26326
David Carradine,13282
Warren Oates,27658
Dick Miller,22642
Ray Milland,29235
Peter Fonda,42725
Boris Karloff,24111
Barry Sullivan,17921
George Strait,22627
Gene Kelly,18283
Natalie Wood,33731
Stephen Dorff,13823
Takeshi Kitano,4291
Monica Potter,20718
Kim Ki-duk,113
Butch Patrick,28476
Steve McQueen,5916
Richard Attenborough,26234
Hitomi Kuroki,12205
River Phoenix,27804
Vladimir Mashkov,46187
Audrey Hepburn,3001
Asia Argento,39434
Shinichi Tsutsumi,105130
Leatrice Joy,166472
James Garner,11574
Mel Smith,32450
Bob Hoskins,62383
Harvey Keitel,203
Danny DeVito,38749
Paul Muni,29740
Anthony Barrile,10652
Paul Newman,26268
Paul Newman,33632
Jeremy Renner,25853
Melanie Griffith,68430
Hardy Krüger,43001
James Caan,42201
Steffi Kühnert,316
John Hurt,3072
Han Seok-kyu,10355
Spencer Tracy,14554
Eric Roberts,87677
Dejan Čukić,250
Chuck Norris,19086
Ralph Macchio,15392
Anthony LaPaglia,43267
Raymond Bouchard,41277
Shashi Kapoor,42013
Christine Lahti,54715
Peter Breck,25504
Adam Garcia,23855
Gaspard Manesse,1786
Annabel Chong,51182
Stacy Valentine,45042
James Marshall,16219
Ulrich Thomsen,15824
Joon-ho Chung,14258
Lon Chaney Jr.,48385
Susan Cabot,27545
Ken Clark,22718
Roberts Blossom,39844
Jack Hawkins,16914
Stewart Granger,43011
Riki Takeuchi,11315
Martine Carol,35987
Cliff Robertson,29146
Sal Ponti,28758
Kirk Douglas,29592
Marcello Mastroianni,439
Yoshikatsu Fujiki,823
Jason Patric,20289
Errol Flynn,16905
Huub Stapel,11417
Hume Cronyn,11548
Michael Caine,38291
Doris Day,41204
Kinuyo Tanaka,20532
Catherine Demongeot,2546
James Garner,42791
Richard Burton,22522
Karl Malden,40478
Monica Vitti,5165
Dolly Read,5722
Emmanuelle Riva,5544
Peter van Eyck,19128
Masayuki Mori,14696
Tom Berenger,51515
Anna Magnani,56167
Yves Montand,4781
Lionel Atwill,32652
Edward Fox,4909
Tyrone Power,56135
Boris Karloff,27115
Liam Cunningham,38348
Uta Hagen,35280
Fred Benavente,21375
Patricia Tallman,19185
Claudette Colbert,73194
Bebe Daniels,28257
William Powell,20643
Harold Lloyd,22596
Dana Andrews,36786
David Niven,28916
Elliott Gould,27459
Silvia Pinal,4497
James Duval,33560
Patrick Stewart,25224
Elizabeth Hartman,42728
Yasuo Yamada,15371
Johnny Depp,11044
Jun Kunimura,39983
Greta Garbo,31526
Van Johnson,31623
David Mattey,27601
Burt Reynolds,16214
Romain Duris,5071
Shelley Duvall,41662
Oscar Polk,95015
Frank Sinatra,33738
Edith Bouvier Beale,17346
Ray Milland,18274
Prince,13763
Peter Brogle,67217
Bridget Fonda,10498
Dabney Coleman,24731
Jean Rochefort,11796
Richard Harris,31675
Javier Bardem,4507
Buster Keaton,34847
Joe Don Baker,32303
Setsuko Hara,24774
Shirley MacLaine,41779
Grace Kelly,61048
Joel McCrea,1994
Pat O’Brien,42814
Miho Kanno,870
Claudette Colbert,96255
Alec Guinness,25495
Bette Davis,26319
Peter Finch,45938
John Wayne,15573
Victor Moore,41059
Ginger Rogers,39871
Humphrey Bogart,10178
Deborah Kerr,16391
Alec Guinness,42997
Clint Eastwood,10734
John Howard Davies,10949
Brian Dennehy,258236
Mike Myers,809
Dennis Quaid,435
Kate Hudson,4599
Tom Arnold,12657
Mario Van Peebles,28219
Anne Reid,59210
Jena Malone,13193
Isabelle Huppert,24190
Daniel Radcliffe,673
LL Cool J,16617
Takeshi Kitano,246
Vin Diesel,2789
Bill Murray,8920
Nicole Kidman,9890
Joe Odagiri,26886
Morgan Freeman,26254
Jon Heder,8193
Patrick Swayze,47821
William Hurt,26142
Albert Finney,42122
Patrick Swayze,65137
Judy Garland,27017
Shelley Long,35151
Colin Firth,21544
Mickey Rooney,43846
Rock Hudson,40894
George Gaynes,11546
Bill Travers,59427
Jan-Michael Vincent,18387
Kim Basinger,71125
Paul McCartney,34748
Ryan Alosio,132725
Richard Benjamin,26331
Albert Finney,41774
Julie Andrews,52959
Ginger Rogers,24004
Emily Lloyd,46976
Basil Rathbone,17481
Michael McKean,52560
Rossana Podestà,42658
Richard Greene,27118
Max von Sydow,18333
Sean Connery,42345
Frank Sinatra,18398
Jason Connery,54800
Joan Crawford,20849
Santiago Segura,57544
Ann Sheridan,53779
Harold Lloyd,16661
Norma Shearer,80708
Kôji Moritsugu,33441
John Ritter,47819
John Wayne,18712
Jeff Morrow,831
Pierre Richard,10484
Fredric March,37658
Glenn Ford,26516
Lily Tomlin,110598
Natasha Henstridge,44388
Moritz Bleibtreu,10573
Morgan Freeman,113290
Gian Maria Volonté,26451
Annabella Sciorra,111605
Olivia de Havilland,54568
Olivia de Havilland,28571
Jeanne Crain,27686
Katharine Hepburn,123665
William Holden,43336
Jane Wyman,62000
Morgan Spurlock,9372
Robert Taylor,41495
Cary Grant,52362
Jean Négroni,662
Freda Dowie,41799
H.B. Warner,49633
Spencer Tracy,43805
George Sanders,16559
Tom Laughlin,44695
Tatsuya Nakadai,31217
Shawn Ku,8341
Ginger Rogers,36488
Doris Day,19414
Shashi Kapoor,60595
James Cagney,15794
Alastair Sim,13188
Matthew Modine,12651
Steve McQueen,886
Willem Dafoe,9791
Al Pacino,27554
Brooke Shields,26973
Masaaki Daimon,38582
C. Thomas Howell,9542
Howard Keel,17820
Robert Taylor,26175
John Turturro,31146
Koji Yakusho,20506
John Turturro,37696
Harry Earles,136
Charlie Chaplin,47653
Mel Brooks,10970
David Niven,28162
Greta Garbo,42812
Stewart Moss,28159
Laurence Fishburne,20676
Fredric March,3019
W.C. Fields,29353
John Wayne,17761
Dean Jones,20277
Jackie Chan,10204
Clive Owen,3515
Vince Vaughn,9472
Tom Hanks,594
Gerard Butler,8981
Shawn Wayans,12153
Jeff Bridges,1944
Rachel McAdams,11036
Maï Anh Le,1997
Kevin Kline,15237
Cécile de France,11572
John Wayne,19096
Matt Dillon,72096
Groucho Marx,11939
John Wayne,47555
Kurt Russell,24236
Dominique Swain,80218
Natalie Wood,26520
Shirley Temple,43897
Nikolaj Lie Kaas,29456
Tim Conner,21386
Audrey Tautou,24908
Fares Fares,9256
Oliver Stone,25783
Felicity Mason,8991
Gregory Peck,44691
Bernadette Peters,23378
Noah Wyle,3293
Noam Chomsky,36947
Judy Garland,54028
Gene Tierney,17645
Jason Scott Lee,10448
Ginger Rogers,57684
Rodney Bingenheimer,61487
Heather Graham,14365
Taneli Mäkelä,29383
Michael Paré,10606
James Garner,42988
Omar Epps,16136
Linda Hamilton,58669
George C. Scott,42407
Peter Sellers,6081
Stephen Dorff,12577
Maria Bonnevie,36561
Jonny Lee Miller,49814
James Cagney,13696
Jean Dasté,44494
Ben Carruthers,15484
Samy Naceri,2330
Samy Naceri,2334
Jack Kerouac,64204
Aya Okamoto,13398
Stéphane Audran,2912
Buster Keaton,701
Steve Martin,10631
Loretta Young,43466
Roddy McDowall,2202
James Cagney,76076
Goldie Hawn,10780
Boris Karloff,3484
Doris Day,19590
Elizabeth Taylor,23724
Joan Crawford,26596
Julie Walters,44925
Silvia Pinal,29264
Danny Huston,33994
Robert De Niro,1777
Steve Martin,11584
Sean Gullette,9901
Christopher Lee,26811
John Turturro,54022
Martin Donovan,23522
Charles Bronson,22094
Charlotte Brittain,161080
Lance Guest,11884
James Garner,21871
Massimo Foschi,30876
Tobey Maguire,558
Ethan Hawke,80
Robert Redford,10742
Clive Owen,9477
Will Ferrell,8699
Alexa PenaVega,9893
Hilary Duff,11247
Will Smith,2048
